"Year","Coal","Oil","Gas","Cement"
1950,68.194368,6.239792,0.007328,1.758994
1951,79.688336,7.558832,0.029312,2.173302
1952,73.019856,8.353920,0.058624,2.031565
1953,70.422080,9.596016,0.069616,2.285965
1954,72.928256,10.588960,0.054960,2.162399
1955,76.805374,12.816162,0.076941,2.318581
1956,80.142672,14.241968,0.091600,2.304136
1957,77.778681,16.276106,0.106260,2.326030
1958,66.754416,18.818304,0.106256,2.006125
1959,66.417328,19.606064,0.091600,2.195108
1960,67.907648,20.768389,0.062291,2.169755
1961,66.988912,23.288384,0.069616,2.351382
1962,68.539886,27.035646,0.076941,2.365831
1963,71.280649,32.000267,0.069614,2.325861
1964,65.021344,35.570112,0.073280,2.889256
1965,61.837328,40.479872,0.095264,2.918330
1966,58.189620,43.841896,0.201513,2.863716
1967,56.872608,46.686688,0.926992,2.874719
1968,58.466448,54.740160,2.392592,2.838376
1969,55.885334,59.552889,4.953581,3.099952
1970,48.998672,65.329120,7.837296,3.325370
1971,40.406592,66.750752,10.816128,3.397033
1972,42.129853,71.468323,13.597485,3.442012
1973,45.238213,73.629800,16.381311,3.389828
1974,48.457714,63.777314,19.152247,3.562822
1975,38.479328,61.437952,18.653424,3.252323
1976,41.263968,64.984704,19.913840,3.515086
1977,38.829947,64.096159,19.671446,3.601776
1978,43.649232,68.817248,19.503472,3.480324
1979,47.104384,67.860944,21.313488,3.507697
1980,47.156958,63.916548,20.390713,3.371572
1981,46.210368,55.568224,18.807312,2.987719
1982,45.632879,53.147978,15.524852,2.796198
1983,36.632672,45.770688,16.293808,2.504674
1984,42.007760,43.671216,16.814096,2.473468
1985,40.710704,44.147536,16.770128,2.376124
1986,36.059803,50.378204,13.483039,2.445713
1987,36.454432,48.644994,15.096217,2.393070
1988,33.125014,49.033520,14.900944,2.683342
1989,40.067207,47.399121,16.558181,2.767576
1990,41.393525,53.510680,19.826409,2.823783
1991,40.122108,56.205979,21.595732,2.880464
1992,38.118491,56.647238,22.177293,3.088580
1993,36.561769,56.138746,23.189038,3.082261
1994,38.012820,57.392562,23.677285,3.178670
1995,36.955415,56.762819,26.284649,3.255310
1996,34.203417,60.566565,29.192111,3.008771
1997,31.915682,58.633755,27.721053,3.161908
1998,33.213779,60.355386,30.850524,3.174828
1999,28.931275,57.020430,32.956745,3.113233
2000,31.671609,55.746591,33.187375,3.270299
2001,28.289752,59.079233,32.914830,2.957389
2002,28.636592,59.102851,33.234913,2.993247
2003,27.766146,59.805382,34.972455,2.933470
2004,28.251919,59.783167,34.963010,2.837048
2005,26.195950,58.105561,35.623548,2.933953
2006,25.337382,57.134971,35.370991,3.111969
2007,23.158202,55.809912,35.620801,3.087423
2008,23.259024,55.381379,35.670758,3.032533
2009,15.162389,51.279901,36.468118,2.795202
2010,17.526192,51.761779,40.339171,2.582486
2011,16.688971,48.685371,34.573494,2.761552
2012,15.078114,47.597045,34.912698,2.642587
2013,15.331619,47.419341,35.274143,2.541374
2014,14.793949,46.413941,30.997708,2.642982
2015,14.436245,48.417532,33.814578,2.348126
2016,13.532818,47.249552,34.368139,2.435800
2017,13.295969,46.417485,35.022032,2.291409
2018,13.356869,46.014662,36.090739,2.534383
2019,13.189190,45.505057,36.190037,2.819306
2020,10.506319,40.265105,36.089980,2.634278
2021,11.646852,42.393472,36.374874,2.659814
2022,11.941285,41.814188,31.086884,2.456034
2023,10.158800,39.715099,29.334878,2.456034
