"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-1.917711,0.526991,-0.091324,0.011979,0.137836,0,-1.517053,0
1991,-1.931628,0.538462,-0.099595,0.011846,0.153302,0,-1.066433,0
1992,-1.945552,0.550436,-0.108051,0.011711,0.169007,0,-0.901093,0
1993,-1.959474,0.562683,-0.114776,0.011577,0.184674,0,-0.929220,0
1994,-1.973299,0.576065,-0.124897,0.011441,0.200303,0,-0.692090,0
1995,-1.987255,0.590125,-0.134524,0.011305,0.215909,0,-0.935550,0
1996,-1.991273,0.604576,-0.142401,0.011168,0.231481,0,-1.157884,0
1997,-2.014763,0.619308,-0.152676,0.011031,0.243206,0,-0.713300,0
1998,-2.028471,0.632748,-0.162288,0.010894,0.258604,0,-1.283268,0
1999,-2.079309,0.648608,-0.172156,0.010762,0.274050,0,-0.821871,0
2000,-2.097130,0.668462,-0.182001,0.010629,0.289457,0,-0.419611,0
2001,-2.119010,0.683888,-0.192046,0.010496,0.304826,0,-0.258422,0
2002,-2.015174,0.702560,-0.202301,0.010356,0.320158,0,-0.989318,0
2003,-2.033216,0.721261,-0.212681,0.010215,0.335422,0,-0.899909,0
2004,-2.051262,0.651370,-0.000766,0.010073,0.350649,0,-0.771840,0
2005,-2.069254,0.681730,-0.011733,0.009926,0.378669,0,-0.855130,0
2006,-2.087246,0.697253,-0.022786,0.009778,0.394478,0,-0.842975,0
2007,-2.105226,0.710436,-0.033925,0.009630,0.410288,0,-0.549638,0
2008,-2.123229,0.731439,-0.045150,0.009479,0.426084,0,-0.491629,0
2009,-2.141316,0.751651,-0.056463,0.009328,0.429647,0,-0.329777,0
2010,-2.159706,0.772868,0.413747,-0.006009,0.540394,0,-0.045943,0
2011,-2.192225,0.783012,0.421051,-0.006652,0.548819,0,-0.000817,0
2012,-2.227578,0.789826,0.366110,-0.007300,0.557219,0,0.014118,0
2013,-2.053400,0.799079,-0.044958,0.022458,0.477236,0,-0.116657,0
2014,-2.052725,0.807820,-0.053572,0.022505,0.471802,0,-0.159676,0
2015,-1.888228,0.820005,-0.062677,0.022275,0.467789,0,-0.210787,0
2016,-2.053193,0.823133,0.120657,0.008206,0.508714,0,-0.203578,0
2017,-2.056460,0.829966,0.102606,0.007865,0.510785,0,-0.077769,0
2018,-2.018539,0.837273,0.083376,0.007513,0.512453,0,-0.072155,0
2019,-1.900212,0.850240,0.062459,0.014677,0.515834,0,0.038761,0
2020,-1.933333,0.857647,0.042145,0.014441,0.514432,0,0.068392,0
2021,-1.965302,0.863460,0.027022,0.014202,0.515428,0,0.166462,0
2022,-1.971710,0.864274,0.000207,0.009727,0.516205,0,0.022927,0
2023,-1.970635,0.891862,-0.018430,0.009214,0.516934,0,0.203297,0
2024,-1.999682,0.877171,-0.039691,0.008717,0.517822,0,0.037732,0
