"Year","Coal","Oil","Gas","Cement"
1950,0.168544,0.468992,0,0
1951,0.339332,0.536364,0,0
1952,0.300448,0.567920,0,0
1953,0.326096,0.692496,0,0
1954,0.333424,0.670512,0,0
1955,0.296784,0.890352,0,0
1956,0.282128,0.795088,0,0
1957,0.264557,1.028835,0,0
1958,0.263808,1.099200,0,0
1959,0.222887,1.099817,0,0
1960,0.164880,1.297056,0,0
1961,0.153888,1.190800,0,0
1962,0.091366,1.341258,0,0
1963,0.113584,1.608496,0,0
1964,0.120644,1.528156,0,0
1965,0.073280,1.630480,0,0
1966,0.142896,1.297056,0,0
1967,0.080411,1.414501,0,0
1968,0.062288,1.586512,0,0
1969,0.051185,1.436835,0,0
1970,0.084272,2.319312,0,0
1971,0.014656,2.015200,0,0
1972,0.014656,2.202064,0,0
1973,0.029312,2.227712,0,0
1974,0.007328,2.667392,0,0
1975,0.014656,2.396256,0,0
1976,0.029312,2.077488,0,0
1977,0.003668,2.692664,0,0
1978,0.003669,2.714711,0,0
1979,0.003664,2.517168,0,0
1980,0.003669,2.407032,0,0
1981,0.003668,2.843021,0,0
1982,0.003664,2.890896,0,0
1983,0.003668,3.506301,0,0
1984,0.003669,2.462041,0,0
1985,0.003664,3.140048,0,0
1986,0.003664,2.931200,0,0
1987,0.007328,3.140048,0,0
1988,0.007328,3.202336,0,0
1989,0.007328,3.052112,0,0
1990,0.007328,3.506448,0,0
1991,0.007334,3.894525,0,0
1992,0.007328,3.235312,0,0
1993,0.007328,3.810560,0,0
1994,0.007328,4.532368,0,0
1995,0.007328,4.616640,0,0
1996,0.007328,4.851136,0,0
1997,0.007328,5.506992,0,0
1998,0,5.583936,0,0
1999,0,5.613248,0,0
2000,0,5.312800,0,0
2001,0,5.968656,0,0
2002,0,6.470624,0,0
2003,0,6.679472,0,0
2004,0,6.397344,0,0
2005,0,6.089568,0,0
2006,0,8.452848,0,0
2007,0,8.921840,0,0
2008,0,8.233008,0,0
2009,0,6.793424,0.010987,0
2010,0,8.090112,0.809744,0
2011,0,8.686498,1.583362,0.011000
2012,0,11.754112,0.802416,0.021000
2013,0,11.827392,0.600896,0.018000
2014,0,11.732128,1.278736,0.021000
2015,0,11.856704,2.440224,0.026000
2016,0,12.373328,1.425296,0.025000
2017,0,9.449456,2.359616,0.021000
2018,0,11.439008,3.378208,0.022000
2019,0,12.020314,4.104497,0.033000
2020,0,12.261862,6.207888,0.033860
2021,0,12.813008,6.569552,0.037034
2022,0,13.025155,6.292577,0.037034
2023,0,12.555620,6.098520,0.037034
