"Year","Coal","Oil","Gas","Cement"
1900,0.107598,0.394999,0,0
1901,0.098276,0.417711,0,0
1902,0.097797,0.400565,0,0
1903,0.105946,0.381547,0,0
1904,0.127375,0.415001,0,0
1905,0.140216,0.343923,0,0
1906,0.160306,0.391911,0,0
1907,0.190095,0.428439,0,0
1908,0.192143,0.430185,0,0
1909,0.200234,0.456708,0,0
1910,0.186276,0.457986,0,0
1911,0.210979,0.456979,0,0
1912,0.263064,0.493585,0,0
1913,0.313523,0.508439,0,0
1914,0.251645,0.490194,0,0
1915,0.196506,0.484402,0,0
1916,0.208775,0.516956,0,0
1917,0.199083,0.468826,0,0
1918,0.074967,0.191398,0,0
1919,0.043006,0.184511,0,0
1920,0.041183,0.166285,0,0
1921,0.051007,0.173815,0.000173,0
1922,0.061886,0.212353,0.000157,0
1923,0.067131,0.235871,0.000109,0
1924,0.093440,0.266701,0.000986,0
1925,0.084488,0.270351,0.001588,0
1926,0.150726,0.363580,0.002123,0
1927,0.193628,0.446173,0.002258,0
1928,0.236974,0.465448,0.002651,0.003642
1929,0.225947,0.529455,0.003050,0.004505
1930,0.221577,0.812441,0.003173,0.005828
1931,0.263753,0.978330,0.005205,0.006238
1932,0.363518,1.032071,0.007032,0.006576
1933,0.451687,1.107528,0.008820,0.005157
1934,0.579865,1.301189,0.011824,0.006727
1935,0.699364,1.426809,0.014513,0.008544
1936,0.835272,1.593863,0.018592,0.011193
1937,0.837725,1.645701,0.019486,0.010439
1938,0.879596,1.737697,0.019579,0.010902
1939,0.894602,1.753823,0.019632,0.010904
1940,1.226750,1.976295,0.031540,0.011116
1941,0.961343,1.879781,0,0.011131
1942,0.286514,1.264998,0,0
1943,0.366894,1.252353,0,0
1944,0.572451,1.775759,0,0
1945,1.086130,1.359723,0.035465,0.003475
1946,1.201055,1.543801,0.040194,0.006562
1947,1.435791,1.867083,0.048991,0.009287
1948,1.478152,2.032112,0.052967,0.012789
1949,1.653419,2.341983,0.054110,0.015515
1950,1.833476,2.605169,0.071318,0.020405
1951,1.991649,2.816261,0.077352,0.024107
1952,2.055907,3.097507,0.076787,0.027461
1953,2.105656,3.345267,0.080699,0.031124
1954,2.269553,3.681109,0.087416,0.037080
1955,2.513342,4.228719,0.103160,0.043957
1956,2.615451,4.756294,0.134725,0.048665
1957,2.741757,5.264402,0.205785,0.056642
1958,2.750039,5.714961,0.297006,0.065375
1959,2.744849,6.092316,0.368900,0.076227
1960,2.670116,6.452082,0.454826,0.089582
1961,2.542345,6.758702,0.570853,0.100219
1962,2.426776,7.249935,0.681131,0.113103
1963,2.479385,7.810527,0.820997,0.120544
1964,2.532550,8.295819,0.989185,0.128455
1965,2.603472,8.789638,1.137536,0.143392
1966,2.667742,9.310716,1.249475,0.158660
1967,2.619016,9.882923,1.331893,0.168330
1968,2.531327,10.284936,1.409319,0.174033
1969,2.521549,10.817744,1.480895,0.178813
1970,2.644330,11.595506,1.349518,0.189909
1971,2.682013,12.276552,1.517266,0.204022
1972,2.710926,13.075676,1.565088,0.216266
1973,2.685528,13.774414,1.621815,0.231454
1974,2.635991,14.453074,1.683413,0.248059
1975,2.702027,15.201435,1.827669,0.267932
1976,2.792944,15.671736,2.022912,0.274464
1977,2.831310,16.188938,2.164098,0.282403
1978,2.749466,16.956575,2.216952,0.283832
1979,2.755767,17.051330,2.361479,0.276585
1980,2.932152,17.625694,2.488780,0.282663
1981,2.596961,17.405655,2.607126,0.291135
1982,2.652052,17.613866,2.779936,0.286739
1983,2.649999,17.719086,3.003541,0.300813
1984,2.677258,17.597269,3.304625,0.309238
1985,3.173908,18.485149,3.775247,0.314397
1986,4.025068,15.493899,3.700055,0.328222
1987,3.658270,11.013522,4.228801,0.337061
1988,3.789397,9.994118,4.612200,0.345518
1989,3.083335,9.848482,4.539010,0.351150
1990,2.811669,10.461750,5.493226,0.345783
1991,2.455090,9.292312,5.454966,0.319702
1992,2.163498,7.794715,3.976077,0.141949
1993,1.994787,7.269475,2.593993,0.015807
1994,1.520794,6.865617,1.874322,0.076603
1995,1.111259,5.597060,2.297133,0.094320
1996,1.039514,6.055392,1.976588,0.105813
1997,0.941060,5.180934,2.417490,0.107691
1998,0.703367,5.090025,2.370038,0.104677
1999,0.538523,4.738201,2.264463,0.138675
2000,0.569863,3.878977,2.504234,0.088369
2001,0.525763,3.917308,2.905579,0.109857
2002,0.435511,3.935375,2.979214,0.117455
2003,0.387864,4.058007,3.091749,0.128849
2004,0.321560,4.161924,3.071750,0.136920
2005,0.361700,4.129866,3.151856,0.134381
2006,0.381311,4.471274,3.261517,0.169238
2007,0.453590,4.831225,3.146682,0.171492
2008,0.440299,4.470827,3.084859,0.167696
2009,0.362411,4.071484,2.827001,0.178057
2010,0.455342,4.250934,3.392969,0.430567
2011,0.442418,3.813397,2.975287,0.556960
2012,0.400164,3.729891,2.792478,0.575087
2013,0.301134,3.771447,2.728688,0.540500
2014,0.242430,3.890384,2.448369,0.558629
2015,0.190231,4.066534,2.505960,0.470311
2016,0.165653,4.058943,2.607191,0.346340
2017,0.167253,4.276718,2.299365,0.437076
2018,0.197038,4.346016,2.703732,0.550932
2019,0.166208,4.303368,2.548376,0.561458
2020,0.099901,4.173856,2.103025,0.550832
2021,0.078466,4.286834,2.231540,0.538551
2022,0.058247,4.331419,1.592954,0.540092
2023,0.060195,4.386117,1.537015,0.530986
2024,0.048274,4.176121,1.630936,0.530986
