"Year","Coal","Oil","Gas","Cement"
1900,18.429920,0.981952,0,0
1901,22.189013,1.084715,0,0
1902,23.764877,1.179635,0,0
1903,24.841920,0.945312,0,0
1904,27.721824,1.330032,0,0
1905,28.843008,1.088208,0,0
1906,31.609328,1.245760,0,0
1907,33.598880,1.472928,0,0
1908,36.116196,1.516748,0,0
1909,36.903808,1.352016,0,0
1910,38.596576,0.787760,0,0
1911,43.352377,0.857447,0,0
1912,48.562709,0.718091,0,0
1913,53.476080,0.839056,0,0
1914,56.876344,1.139432,0,0
1915,51.578128,1.264080,0,0
1916,57.290304,1.278736,0.029312,0
1917,66.204747,1.234835,0.043970,0
1918,70.440400,1.055232,0.047632,0
1919,78.175104,0.967296,0.051296,0
1920,73.250688,0.959968,0.069616,0
1921,65.834752,0.916000,0.058624,0
1922,70.495408,0.875651,0.058621,0
1923,75.090016,0.769440,0.047632,0
1924,78.537877,0.773068,0.036638,0
1925,81.153936,0.817072,0.040304,0
1926,81.802500,0.762078,0.040302,0
1927,88.668833,0.762081,0.051294,0
1928,89.643424,0.802416,0.047632,1.897096
1929,91.863808,0.853712,0.051296,2.111519
1930,83.370656,0.864704,0.076944,1.853485
1931,75.137779,0.839017,0.139225,1.787984
1932,75.353824,0.692496,0.091600,1.842582
1933,88.273088,0.619216,0.084272,2.365919
1934,98.033869,0.780460,0.084275,2.304220
1935,102.441776,0.963632,0.073280,2.903793
1936,112.613174,1.080846,0.073278,3.081776
1937,121.267530,1.084512,0.095261,2.983660
1938,127.833405,1.080850,0.091597,2.729271
1939,124.151080,0.989252,0.098925,2.507584
1940,150.125072,0.916000,0.102592,2.100616
1941,150.832314,0.791405,0.098926,2.881919
1942,144.816010,0.725454,0.098926,2.151443
1943,147.948590,0.747474,0.080610,1.860799
1944,136.484060,0.703469,0.080606,1.464578
1945,75.306192,0.677840,0.073280,0.577851
1946,51.592784,0.589904,0.065952,0.457920
1947,68.795264,0.556928,0.069616,0.610560
1948,86.583984,0.487312,0.091600,0.919474
1949,96.103056,0.593568,0.102592,1.620891
1950,95.729328,4.470080,0.135568,2.206010
1951,110.923936,9.057408,0.161216,3.238147
1952,113.873920,12.790665,0.179531,3.517888
1953,119.145280,22.175085,0.216181,4.332067
1954,112.989669,24.120731,0.274807,5.276981
1955,108.861104,27.578928,0.344416,5.222466
1956,121.359908,32.535579,0.468981,6.436317
1957,136.034346,44.106374,0.637524,7.501016
1958,126.487498,46.599693,0.927011,7.406671
1959,125.851072,57.363584,1.172480,8.533299
1960,139.145539,80.943815,1.601143,11.139081
1961,160.866337,108.045430,2.044538,12.175009
1962,154.221424,122.168752,2.660064,14.228222
1963,155.346272,151.447776,3.671328,14.802439
1964,160.212064,178.836176,4.004752,16.299598
1965,165.750463,201.452141,3.609006,16.158027
1966,170.456608,226.710000,3.700640,18.912980
1967,181.505875,283.261723,3.909459,21.238597
1968,200.142336,334.633120,4.228256,23.564544
1969,221.027136,402.706576,4.719232,25.399869
1970,229.273709,504.490096,7.676043,28.267462
1971,206.391230,555.853021,8.093702,29.268825
1972,200.220131,620.244557,7.983890,32.528096
1973,214.388826,651.025791,10.581674,38.189040
1974,229.194192,635.278976,14.161360,35.609402
1975,213.425235,606.028154,17.154920,33.096663
1976,208.386336,644.761408,20.683280,35.652431
1977,204.527342,668.695698,24.684271,37.544078
1978,174.739824,651.506832,34.503888,44.234373
1979,190.934704,679.159040,40.890240,46.064158
1980,224.295424,630.658672,47.932448,45.588179
1981,247.346624,590.551194,48.592160,43.814121
1982,242.622752,566.787824,49.746128,41.476147
1983,229.780432,559.573408,53.347840,41.630547
1984,260.169648,568.099536,71.697152,40.480221
1985,271.784528,529.480976,76.980640,36.931082
1986,257.450960,540.355728,81.252864,34.989332
1987,250.408752,536.237392,82.707472,32.853816
1988,278.496976,584.909968,86.206592,35.084937
1989,277.108320,615.156288,92.724848,36.308373
1990,311.242349,668.244113,118.287661,38.701103
1991,311.215517,670.610560,126.442312,40.346745
1992,305.863307,683.298367,127.886902,41.665791
1993,311.471068,669.613099,130.679283,41.224494
1994,319.196144,708.421860,137.126625,42.297116
1995,328.968383,706.099610,142.070956,42.142027
1996,337.796713,703.974426,147.813871,42.559540
1997,343.383766,688.639042,152.482122,39.926083
1998,321.286340,673.056556,155.799761,35.362599
1999,339.156005,682.654446,165.305066,35.010125
2000,365.731508,672.758572,170.069830,35.085743
2001,374.744900,651.363281,169.164418,34.374185
2002,392.048002,662.164143,173.010349,32.417253
2003,405.725045,652.177155,178.304145,31.935273
2004,413.613552,640.897966,177.219622,31.276190
2005,424.187902,637.795855,175.651391,32.279646
2006,421.174907,601.045927,192.295221,31.990874
2007,438.589030,603.407597,208.764344,30.658350
2008,420.310872,559.257603,204.133182,28.552561
2009,406.014113,512.778963,201.884735,25.308482
2010,440.140845,517.853015,212.988581,24.321271
2011,424.823570,548.593024,247.537308,24.982896
2012,444.259019,560.108855,256.680865,25.624795
2013,475.299258,537.860824,256.133470,26.805206
2014,466.617437,493.206221,258.215295,26.557375
2015,460.157640,472.952114,246.091332,25.936140
2016,451.653498,456.461979,251.202488,25.969471
2017,453.723682,444.287767,245.322624,26.428778
2018,436.722639,427.785130,233.523732,26.182944
2019,427.648015,411.853272,223.804753,25.328006
2020,395.041573,383.171580,222.213296,24.490267
2021,421.463885,387.737719,211.747124,24.395606
2022,403.623443,388.924757,202.025412,22.479160
2023,386.838642,370.823354,196.440352,20.755859
2024,380.972438,353.592541,195.298683,20.304442
