"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,0.386969,6.594614,1051613.525900,99468746
1966,0.419780,7.483950,1163490.078300,100466907
1967,0.489912,8.395585,1292429.704700,101527852
1968,0.562561,9.249435,1458926.549600,102819279
1969,0.653846,10.784560,1640969.865500,104102077
1970,0.769740,12.307628,1682206.672000,105416839
1971,0.799643,12.894303,1761253.429200,106789355
1972,0.861046,13.806205,1909437.319000,108220404
1973,0.914262,15.153609,2062814.780100,109679470
1974,0.914303,15.015076,2037540.351700,111100023
1975,0.869796,14.868264,2100532.459300,112411640
1976,0.909555,15.495549,2184028.289400,113624865
1977,0.935530,15.425210,2279914.512100,114761516
1978,0.905064,15.758864,2400110.272300,115809525
1979,0.957130,16.051191,2531733.323100,116765509
1980,0.948535,15.474807,2603067.219200,117624196
1981,0.930369,15.229108,2713974.137800,118385723
1982,0.900713,14.762609,2802985.507700,119098142
1983,0.884420,15.193671,2904739.447600,119793752
1984,0.940528,15.735919,3032864.024000,120470727
1985,0.915263,16.131917,3189353.981400,121119031
1986,0.914048,16.110136,3294412.820100,121710305
1987,0.902178,16.812397,3447565.506400,122268885
1988,0.984697,17.738416,3677229.789700,122798302
1989,1.021278,18.217992,3858362.237500,123270648
1990,1.157393,18.663427,4045142.816900,123686321
1991,1.169093,19.308628,4187667.648400,124073993
1992,1.178892,19.534656,4225381.200000,124444693
1993,1.171892,19.861122,4205977.416400,124779576
1994,1.226893,20.586229,4251544.267800,125119269
1995,1.239195,21.282859,4363402.380900,125433969
1996,1.251695,21.705891,4500145.782700,125726223
1997,1.244395,22.129072,4544302.506500,126027985
1998,1.204594,21.778852,4486574.846100,126308390
1999,1.241195,22.118440,4471592.828600,126555063
2000,1.263993,22.511965,4595216.609300,126803861
2001,1.249393,22.268534,4612958.898400,127065731
2002,1.278995,22.197227,4614894.611800,127301750
2003,1.287495,22.186485,4685739.036000,127502352
2004,1.282895,22.489584,4788174.711800,127671288
2005,1.290296,22.868705,4874548.636800,127798373
2006,1.267295,22.808958,4941444.511300,127902167
2007,1.302996,22.588169,5014774.036300,128006426
2008,1.232196,22.170715,4953378.709400,128077633
2009,1.163393,20.239168,4671371.152100,128117042
2010,1.214798,21.541678,4862800.107400,128105431
2011,1.264797,20.409149,4863957.917200,128007257
2012,1.305998,20.217182,4930825.227400,127853688
2013,1.315298,20.072222,5029693.212800,127678924
2014,1.263806,19.552383,5044591.441700,127476735
2015,1.223199,19.310148,5123318.682100,127250933
2016,1.203184,19.064179,5161939.628500,126993857
2017,1.187484,19.276839,5248419.241800,126662472
2018,1.142481,19.139603,5279073.583400,126255866
2019,1.105478,18.739933,5266385.285600,125791677
2020,1.040483,17.370896,5029034.327600,125244761
2021,1.061905,18.134934,5110544.691500,124612530
2022,1.032687,18.017572,5232794.929800,123951692
2023,0.988785,17.403745,5353944.271600,123294513
