"Year","Fossil CO2 (Gt)","Energy (EJ)","GDP-PPP ($m)","Population (people)"
1965,0.006200,0,19768.082243,1669453
1966,0.006142,0,20746.497220,1684505
1967,0.006204,0,21438.556989,1699820
1968,0.006635,0,22700.777864,1714458
1969,0.006879,0,25246.186390,1728167
1970,0.008994,0,26448.316373,1741286
1971,0.009687,0,28785.773998,1754881
1972,0.009065,0,29805.498210,1769709
1973,0.010830,0,30583.610217,1785222
1974,0.010868,0,35109.833027,1800974
1975,0.011332,0,35340.675697,1817044
1976,0.011686,0,37223.627673,1833543
1977,0.011350,0,40328.063580,1850369
1978,0.012682,0,44032.784078,1867379
1979,0.013792,0,46358.015418,1884595
1980,0.013548,0,47554.578539,1901570
1981,0.014730,0,48134.520671,1916320
1982,0.013513,0,48439.293347,1927956
1983,0.014555,0,47886.873363,1937234
1984,0.015353,0,48702.652733,1945141
1985,0.015661,0,48419.315076,1952518
1986,0.016767,0,50137.758482,1959550
1987,0.016001,0,49671.390735,1966495
1988,0.015547,0,48358.703918,1973494
1989,0.015340,0,48621.647090,1980180
1990,0.015095,0.248937,44206.801534,1986024
1991,0.013973,0.249380,40272.347453,1989797
1992,0.013883,0.233083,38071.988037,1991340
1993,0.014251,0.239770,39154.534212,1991685
1994,0.014636,0.255135,41240.486938,1991449
1995,0.015354,0.267660,42934.300763,1991106
1996,0.015999,0.280872,44309.487206,1990667
1997,0.016507,0.287175,46547.024935,1989828
1998,0.016039,0.287940,48073.472964,1988279
1999,0.015412,0.284750,50637.070164,1986261
2000,0.015054,0.282473,52496.650578,1984339
2001,0.016303,0.296028,54185.237726,1982487
2002,0.016565,0.294480,56084.754437,1983767
2003,0.016272,0.288854,57745.009292,1989411
2004,0.016705,0.306515,60262.226236,1996722
2005,0.016936,0.307111,62550.967846,2004778
2006,0.017178,0.308990,66145.395399,2013570
2007,0.017343,0.307365,70762.450867,2023229
2008,0.018278,0.337161,73246.100715,2034033
2009,0.016204,0.311081,67717.164046,2045578
2010,0.016460,0.311640,68627.111246,2057287.000000
2011,0.016359,0.302540,69218.216536,2065453
2012,0.015760,0.293972,67391.244344,2069354.000000
2013,0.015128,0.290803,66697.598026,2072374.000000
2014,0.013561,0.298300,68543.892345,2074917
2015,0.013645,0.268976,70058.768876,2080862
2016,0.014458,0.287489,72294.941428,2090020
2017,0.014617,0.290595,75776.216955,2098392
2018,0.014520,0.296607,79127.438266,2105924
2019,0.014039,0.288008,81699.499561,2112901
2020,0.012855,0.278263,78244.214401,2117641
2021,0.013059,0.275695,84593.386654,2119410
2022,0.012701,0.254166,87726.195459,2119844
2023,0.011328,0.260746,90345.676555,2119675
