"Year","Coal","Oil","Gas","Cement"
1900,0.101834,0,0,0
1901,0.111176,0,0,0
1902,0.104169,0,0,0
1903,0.113045,0,0,0
1904,0.120519,0,0,0
1905,0.130796,0,0,0
1906,0.156488,0,0,0
1907,0.159290,0,0,0
1908,0.171436,0,0,0
1909,0.176107,0,0,0
1910,0.174238,0,0,0
1911,0.188719,0,0,0
1912,0.193391,0,0,0
1913,0.531124,0,0,0
1914,0,0,0,0
1915,0,0,0,0
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0.380709,0,0,0
1920,0.505432,0,0,0
1921,0.538131,0,0,0
1922,0.726065,0.055906,0,0
1923,0.798621,0.054354,0,0
1924,0.818311,0.056151,0,0
1925,0.884439,0.075507,0,0
1926,0.850759,0.083962,0,0
1927,0.957181,0.098994,0,0
1928,1.015861,0.104448,0,0.073379
1929,1.192532,0.115376,0.000516,0
1930,1.079290,0.151045,0.001012,0
1931,0.970080,0.078711,0.001512,0.081200
1932,0.862980,0.109665,0.000498,0.059503
1933,0.796964,0.100104,0,0.058158
1934,0.840131,0.093691,0,0.060484
1935,0.881927,0.086944,0,0.071334
1936,0.855039,0.113786,0.000497,0.057404
1937,0.982344,0.105592,0.000503,0.056136
1938,1.013889,0.000910,0.000525,0.067904
1939,1.072609,0.000914,0.000527,0.063232
1940,1.312627,0.000935,0,0
1941,0,0,0,0
1942,0,0,0,0
1943,0,0.000563,0,0.045962
1944,0,0.011678,0,0
1945,0.633108,0.016495,0.000528,0.012651
1946,1.233265,0.016421,0.001578,0.056066
1947,1.671010,0.025291,0.003124,0.116674
1948,1.905320,0.028125,0.002092,0.112964
1949,2.168901,0.047974,0.002087,0.121697
1950,1.780228,0.346068,0.009244,0.107023
1951,1.679978,0.332996,0.007775,0.101733
1952,1.751386,0.252990,0.008898,0.117466
1953,1.596785,0.393738,0.015735,0.109798
1954,1.954436,0.434461,0.016856,0.120508
1955,2.282635,0.453385,0.020888,0.137063
1956,2.632401,0.519722,0.023382,0.136092
1957,2.792935,0.602859,0.025580,0.172543
1958,2.710706,0.631644,0.027823,0.170149
1959,3.085426,0.756120,0.029630,0.190910
1960,3.299525,0.901991,0.032673,0.204052
1961,3.495021,0.923828,0.038513,0.199844
1962,3.505431,1.020557,0.039564,0.212785
1963,3.835870,1.191785,0.048669,0.239122
1964,4.264475,1.440031,0.065960,0.253085
1965,4.059115,1.795395,0.093346,0.250446
1966,3.742435,2.048767,0.096110,0.253644
1967,3.275034,2.576194,0.105952,0.245694
1968,3.206386,3.026110,0.129000,0.271377
1969,3.136097,3.301733,0.158801,0.280652
1970,4.035715,4.431283,0.215539,0.309519
1971,4.531724,4.552636,0.251560,0.349208
1972,4.247125,4.100906,0.312432,0.402077
1973,3.936288,6.175109,0.310843,0.405131
1974,4.057868,6.046411,0.341499,0.420202
1975,4.413252,6.123095,0.348709,0.445371
1976,4.343650,6.509749,0.363685,0.466957
1977,4.025331,6.451288,0.394414,0.478399
1978,4.042810,7.711633,0.428327,0.497320
1979,4.196579,8.581131,0.506068,0.505913
1980,4.073572,8.298344,0.642563,0.512861
1981,6.118559,7.213911,0.794646,0.579518
1982,5.101066,7.004585,0.831949,0.553567
1983,5.924432,7.175947,0.886349,0.548089
1984,6.631897,7.103259,1.062613,0.534900
1985,6.864949,7.168611,1.092929,0.511839
1986,6.911202,7.791374,1.127670,0.502219
1987,6.766732,7.395858,1.279637,0.469908
1988,6.775891,7.917474,1.280500,0.517423
1989,6.930206,7.635325,1.370925,0.473130
1990,7.127529,5.385546,1.739789,0.470454
1991,6.359532,5.123076,1.767850,0.416740
1992,6.818207,4.910207,1.477840,0.384853
1993,6.298279,5.908347,1.476789,0.288680
1994,5.965098,6.474959,1.519088,0.382652
1995,6.070313,7.060237,1.531938,0.406124
1996,5.590628,8.070569,1.634098,0.436074
1997,6.021695,8.203011,1.566635,0.441487
1998,6.180707,7.505339,1.627367,0.460135
1999,5.562565,7.450118,1.669466,0.464529
2000,5.819048,6.795054,1.704946,0.490674
2001,6.487862,7.289323,1.750189,0.504962
2002,6.897399,7.239468,1.713865,0.443472
2003,6.484226,7.160795,1.884429,0.451411
2004,6.685966,7.356881,1.898189,0.473211
2005,6.649171,7.542684,1.927768,0.486733
2006,6.696687,7.709982,1.902043,0.511557
2007,6.941345,7.608310,1.885708,0.542903
2008,6.679762,8.784984,1.877620,0.593026
2009,6.141165,7.569917,1.784907,0.421515
2010,6.283570,7.622457,1.881927,0.358349
2011,6.326528,7.654101,1.750606,0.305827
2012,5.992192,7.458765,1.684006,0.315820
2013,5.740609,7.085389,1.646237,0.391087
2014,4.505375,6.924025,1.490754,0.418280
2015,4.615338,6.844490,1.586695,0.367208
2016,4.963894,7.215714,1.688723,0.343720
2017,4.906708,7.283959,1.768583,0.410234
2018,4.792092,7.331471,1.731828,0.450078
2019,4.530239,7.033609,1.761119,0.477618
2020,4.391146,5.996012,1.762588,0.474881
2021,3.990399,6.514589,1.857404,0.468855
2022,3.242197,7.116800,1.669694,0.490340
2023,3.100885,6.619482,1.616882,0.455306
2024,3.755461,6.569623,1.751194,0.455306
